year,h,h_c
2020,Travel-Related Illness,101
2020,Cell Survival,101
2020,General Practice,101
2020,Medication Adherence,101
2020,Video Recording,101
2020,Malaysia,101
2020,Risk Reduction Behavior,101
2020,Prisons,101
2020,Protective Factors,101
2020,Water,101
2020,Social Networking,100
2020,National Health Programs,100
2020,NF-kappa B,100
2020,Evidence-Based Practice,100
2020,"Neoplasm Recurrence, Local",100
2020,Social Responsibility,100
2020,Intersectoral Collaboration,100
2020,Immunohistochemistry,100
2020,"Printing, Three-Dimensional",100
2020,Sex Characteristics,100
2020,Coronary Artery Disease,100
2020,Liver Function Tests,100
2020,Hematologic Neoplasms,100
2020,Reactive Oxygen Species,100
2020,Search Engine,100
2020,Positron Emission Tomography Computed Tomography,99
2020,Flow Cytometry,99
2020,Social Class,99
2020,Psychological Trauma,99
2020,Nanotechnology,99
2020,Indoles,99
2020,Respiratory Syncytial Virus Infections,99
2020,Electroencephalography,99
2020,Massachusetts,99
2020,"Radiology Department, Hospital",98
2020,Liver Cirrhosis,98
2020,Primary Prevention,98
2020,Biological Evolution,98
2020,Patient Participation,98
2020,Ships,98
2020,Heart Arrest,98
2020,Consumer Health Information,98
2020,Hospital Departments,98
2020,Hydroxymethylglutaryl-CoA Reductase Inhibitors,97
2020,Health Care Reform,97
2020,A549 Cells,97
2020,Radiologists,97
2020,Spatial Analysis,97
2020,Noncommunicable Diseases,97
2020,Carbon Dioxide,96
2020,Counseling,96
2020,Antineoplastic Combined Chemotherapy Protocols,96
2020,Mitochondria,96
2020,Cystic Fibrosis,96
2020,Anosmia,95
2020,Military Personnel,95
2020,Job Satisfaction,95
2020,Peru,95
2020,Data Accuracy,95
2020,Language,95
2020,Continuous Positive Airway Pressure,95
2020,Hypersensitivity,95
2020,Acute Lung Injury,95
2020,Psychotic Disorders,95
2020,Blood Pressure,95
2020,Seizures,95
2020,Vascular Diseases,94
2020,Patient Acuity,94
2020,Wearable Electronic Devices,94
2020,"Receptors, Interleukin-6",94
2020,Hyperglycemia,94
2020,HIV,94
2020,Thoracic Surgery,94
2020,Porcine epidemic diarrhea virus,94
2020,Economic Recession,94
2020,Renal Replacement Therapy,94
2020,False Positive Reactions,93
2020,"Image Processing, Computer-Assisted",93
2020,Genetic Vectors,93
2020,Thailand,93
2020,Infectious Disease Incubation Period,93
2020,Delirium,93
2020,Gynecology,92
2020,Population Health,92
2020,Homeostasis,92
2020,Respiratory Function Tests,92
2020,Patient Transfer,92
2020,Heart Rate,92
2020,Chronic Pain,92
2020,Veterans,92
2020,Self-Management,91
2020,Probability,91
2020,Nanostructures,91
2020,"Education, Nursing",91
2020,"Insurance, Health",91
2020,Poultry Diseases,91
2020,Hepatitis C,91
2020,Angiotensin II,91
2020,Community Participation,91
2020,Interferon-gamma,91
2020,"Pharmacy Service, Hospital",90
2020,Privacy,90
2020,Antimicrobial Stewardship,90
2020,Psychological Distance,90
2020,Depressive Disorder,90
2020,"Databases, Genetic",90
2020,Trauma Centers,90
2020,Exercise Therapy,90
2020,"Models, Organizational",90
2020,"Sequence Analysis, DNA",90
2020,Vascular Surgical Procedures,90
2020,Orthomyxoviridae,90
2020,Genetic Therapy,89
2020,Seroconversion,89
2020,Biodiversity,89
2020,Filtration,89
2020,Personnel Selection,89
2020,Facilities and Services Utilization,89
2020,Containment of Biohazards,89
2020,Nursing Staff,89
2020,Melanoma,89
2020,Rural Health Services,88
2020,Emigration and Immigration,88
2020,Population Density,88
2020,Physical Examination,88
2020,Health Services for the Aged,88
2020,Transportation,88
2020,Blood Glucose Self-Monitoring,88
2020,Access to Information,88
2020,Dendritic Cells,88
2020,Indonesia,88
2020,Endovascular Procedures,88
2020,Positive-Pressure Respiration,88
2020,European Union,87
2020,Protective Devices,87
2020,Standard of Care,87
2020,"Vaccines, Subunit",87
2020,Open Reading Frames,87
2020,Anesthesiologists,87
2020,Cardiovascular System,86
2020,Nitric Oxide,86
2020,Electronic Nicotine Delivery Systems,86
2020,Reference Standards,86
2020,Species Specificity,86
2020,Biological Specimen Banks,86
2020,Vietnam,86
2020,Maternal Health Services,86
2020,Protein Interaction Maps,86
2020,Ageism,86
2020,Aspartate Aminotransferases,86
2020,Lung Transplantation,86
2020,Medical Staff,86
2020,Psychosocial Support Systems,86
2020,High-Throughput Screening Assays,85
2020,Psychiatric Status Rating Scales,85
2020,Ophthalmologists,85
2020,"Efficiency, Organizational",85
2020,Argentina,85
2020,Pulmonary Fibrosis,85
2020,Big Data,85
2020,Grief,85
2020,Surgical Oncology,85
2020,Polysaccharides,85
2020,"Milk, Human",85
2020,Ischemic Stroke,84
2020,Russia,84
2020,Orthomyxoviridae Infections,84
2020,Urologic Surgical Procedures,84
2020,Vaping,84
2020,Visitors to Patients,84
2020,Appendicitis,84
2020,"Heart Defects, Congenital",84
2020,Alanine Transaminase,83
2020,"Intensive Care Units, Pediatric",83
2020,Publications,83
2020,Family Practice,83
2020,"Biomarkers, Tumor",83
2020,Spatio-Temporal Analysis,83
2020,"Receptors, Coronavirus",83
2020,"Education, Medical, Continuing",83
2020,Sports,83
2020,Nephrology,83
2020,Glycosylation,83
2020,Dog Diseases,83
2020,Platelet Aggregation Inhibitors,83
2020,Domestic Violence,83
2020,State Government,82
2020,Family Health,82
2020,Cell Phone,82
2020,Capacity Building,82
2020,Oral Health,82
2020,Return to Work,82
2020,RNA Viruses,82
2020,HeLa Cells,82
2020,Abdominal Pain,82
2020,Confidentiality,82
2020,Respiratory Tract Diseases,82
2020,Troponin I,82
2020,"Faculty, Medical",82
2020,RNA-Binding Proteins,82
2020,Hospital Administration,82
2020,"Hospitals, Public",81
2020,Ebolavirus,81
2020,Hydrogen-Ion Concentration,81
2020,Propensity Score,81
2020,"Polymorphism, Genetic",81
2020,Patient Reported Outcome Measures,81
2020,Cardiomyopathies,81
2020,Michigan,81
2020,Telecommunications,80
2020,Otorhinolaryngologic Surgical Procedures,80
2020,Heart Transplantation,80
2020,Austria,80
2020,Measles,80
2020,Skilled Nursing Facilities,80
2020,Ageusia,80
2020,Focus Groups,80
2020,Procedures and Techniques Utilization,80
2020,Hepacivirus,80
2020,Inflammasomes,80
2020,Extracellular Vesicles,80
2020,Autoantibodies,80
2020,Small Molecule Libraries,79
2020,T-Lymphocyte Subsets,79
2020,Urologic Diseases,79
2020,Prisoners,79
2020,Alveolar Epithelial Cells,79
2020,Knowledge,79
2020,"Air Pollution, Indoor",79
2020,Athletes,79
2020,Information Seeking Behavior,79
2020,Causality,79
2020,Agriculture,79
2020,"Hospitals, Urban",79
2020,Medicaid,79
2020,Scotland,79
2020,Disease Eradication,79
2020,Data Mining,79
2020,Patient Readmission,78
2020,Sentinel Surveillance,78
2020,Professional-Patient Relations,78
2020,Bronchoscopy,78
2020,Oximetry,78
2020,Respiration,78
2020,"Carcinoma, Hepatocellular",78
2020,Phytotherapy,78
2020,Virus Inactivation,78
2020,Organoids,78
2020,Cell Membrane,78
2020,Health Services,77
2020,Cerebrovascular Disorders,77
2020,"Mice, Transgenic",77
2020,Self Efficacy,77
2020,Climate,77
2020,Crowding,77
2020,Suicidal Ideation,77
2020,Drug Overdose,77
2020,Reproductive Health,77
2020,"Financing, Government",77
2020,"Vaccines, Synthetic",77
2020,Burns,77
2020,Multiplex Polymerase Chain Reaction,77
2020,Colonoscopy,77
2020,Dengue Virus,77
2020,Faculty,77
2020,Ghana,77
2020,Neurodegenerative Diseases,76
2020,Midwifery,76
2020,Alcoholism,76
2020,Food Insecurity,76
2020,Ozone,76
2020,Checklist,76
2020,Phytochemicals,76
2020,Volunteers,76
2020,"Shock, Septic",76
2020,"Recombination, Genetic",76
2020,Pneumothorax,76
2020,Drug Prescriptions,76
2020,"Leukocytes, Mononuclear",76
2020,"Anemia, Sickle Cell",76
2020,Creatinine,76
2020,Metal Nanoparticles,76
2020,Consumer Behavior,76
2020,Glycated Hemoglobin,76
2020,"Models, Immunological",76
2020,Independent Living,76
2020,Macaca mulatta,76
2020,Postoperative Care,76
2020,Child Abuse,76
2020,Child Health Services,75
2020,"Lymphohistiocytosis, Hemophagocytic",75
2020,Mass Spectrometry,75
2020,Extracellular Traps,75
2020,Suicide Prevention,75
2020,Intestinal Mucosa,75
2020,Mycobacterium tuberculosis,75
2020,Antibodies,75
2020,Patient Care Planning,75
2020,"Models, Animal",75
2020,Nose,75
2020,Out-of-Hospital Cardiac Arrest,75
2020,"Carcinoma, Non-Small-Cell Lung",75
2020,Advance Care Planning,75
2020,Data Analysis,75
2020,Multiple Myeloma,75
2020,Women's Health,74
2020,Immune Evasion,74
2020,Polymers,74
2020,"Protein Structure, Tertiary",74
2020,"Epigenesis, Genetic",74
2020,Biotechnology,74
2020,Gene Editing,74
2020,Calcium,74
2020,"Colitis, Ulcerative",74
2020,Hemodynamics,74
2020,Pre-Exposure Prophylaxis,74
2020,Insurance Coverage,74
2020,Nuclear Medicine,74
2020,Bacterial Proteins,74
2020,Equipment and Supplies,74
2020,Body Temperature,74
2020,Ivermectin,74
2020,Research Support as Topic,73
2020,Respiratory Therapy,73
2020,"Anti-Infective Agents, Local",73
2020,Diffusion of Innovation,73
2020,Dermatologists,73
2020,"Tuberculosis, Pulmonary",73
2020,Wound Healing,73
2020,Drug Carriers,73
2020,Host Specificity,73
2020,Myalgia,73
2020,RNA-Seq,73
2020,Self Concept,72
2020,Virus Attachment,72
2020,Phosphorylation,72
2020,Ethanol,72
2020,Schizophrenia,72
2020,Encephalitis,72
2020,Lipids,72
2020,Nitriles,72
2020,Antifungal Agents,72
2020,Interleukin 1 Receptor Antagonist Protein,72
2020,Norway,72
2020,Ischemia,72
2020,Drug-Related Side Effects and Adverse Reactions,72
2020,Steroids,71
2020,Cricetinae,71
2020,Government Programs,71
2020,"Abortion, Induced",71
2020,Neuroimaging,71
2020,Crohn Disease,71
2020,Rituximab,71
2020,Clustered Regularly Interspaced Short Palindromic Repeats,71
2020,Non-alcoholic Fatty Liver Disease,71
2020,Diagnostic Errors,71
2020,Medical Informatics,71
2020,"Vaccines, DNA",71
2020,Minimally Invasive Surgical Procedures,71
2020,Preventive Health Services,71
2020,Ascorbic Acid,71
2020,Robotics,71
2020,Veterinary Medicine,71
2020,Costs and Cost Analysis,71
2020,Beijing,71
2020,Organizational Policy,71
2020,Postpartum Period,71
2020,Life Expectancy,71
2020,Hydrogen Peroxide,71
2020,Disease Notification,71
2020,Digestive System Surgical Procedures,71
2020,Probiotics,70
2020,Smoking Cessation,70
2020,Cultural Diversity,70
2020,"Behavior, Addictive",70
2020,Air Travel,70
2020,Quality Control,70
2020,Neurons,70
2020,Academies and Institutes,70
2020,Nasal Mucosa,70
2020,Plastics,70
2020,Egypt,70
2020,Telerehabilitation,70
2020,Central Nervous System,70
2020,Critical Care Nursing,70
2020,Face,70
2020,Perinatal Care,69
2020,Fibrinogen,69
2020,"Peer Review, Research",69
2020,"Vaccines, Attenuated",69
2020,Pancreatitis,69
2020,Fluorodeoxyglucose F18,69
2020,"Obesity, Morbid",69
2020,Education,69
2020,Neuropsychological Tests,69
2020,Zinc,69
2020,Robotic Surgical Procedures,69
2020,Personal Autonomy,69
2020,Angiotensins,69
2020,Mobile Health Units,69
2020,Coronavirus RNA-Dependent RNA Polymerase,68
2020,Office Visits,68
2020,Compassionate Use Trials,68
2020,Nursing Care,68
2020,Hydrogen Bonding,68
2020,Time,68
2020,Gestational Age,68
2020,Patient Preference,68
2020,"Respiratory Syncytial Virus, Human",68
2020,Cancer Care Facilities,68
2020,Opiate Substitution Treatment,68
2020,Uganda,68
2020,Weather,68
2020,"Protein Structure, Secondary",68
2020,Heart Ventricles,68
2020,Cognitive Behavioral Therapy,68
2020,Immunoglobulins,68
2020,Healthy Volunteers,68
2020,"Genes, Viral",68
2020,"RNA, Small Interfering",68
2020,Tandem Mass Spectrometry,67
2020,"Intensive Care Units, Neonatal",67
2020,Lipopolysaccharides,67
2020,Organ Specificity,67
2020,Off-Label Use,67
2020,Protective Clothing,67
2020,Oxidation-Reduction,67
2020,Organ Dysfunction Scores,67
2020,"Hospitals, General",67
2020,General Practitioners,67
2020,Peritoneal Dialysis,67
2020,Goals,67
2020,Blood Cell Count,67
2020,Nasal Cavity,66
2020,Bioethical Issues,66
2020,Hemoglobins,66
2020,Delphi Technique,66
2020,Reinfection,66
2020,Digital Technology,66
2020,Hand,66
2020,"Societies, Scientific",66
2020,Vomiting,66
2020,Withholding Treatment,66
2020,Metagenomics,66
2020,Infectious bronchitis virus,66
2020,Bioethics,66
2020,Universal Health Insurance,65
2020,Culture,65
2020,"Plants, Medicinal",65
2020,Leukocytes,65
2020,Down-Regulation,65
2020,Blood-Brain Barrier,65
2020,Middle East,65
2020,Heart-Assist Devices,65
2020,Pulmonary Medicine,65
2020,Otolaryngologists,65
2020,Coronavirus Envelope Proteins,65
2020,Child Welfare,65
2020,Paris,65
2020,Emergency Treatment,65
2020,Global Burden of Disease,65
2020,"Gene Expression Regulation, Viral",65
2020,Antipsychotic Agents,65
2020,"Homosexuality, Male",65
2020,ABO Blood-Group System,64
2020,Risk Adjustment,64
2020,"Diet, Healthy",64
2020,Inventions,64
2020,Cardiac Catheterization,64
2020,In Vitro Techniques,64
2020,Lysosomes,64
2020,Mathematical Concepts,64
2020,Complement Activation,64
2020,"Data Interpretation, Statistical",63
2020,Taste,63
2020,Melatonin,63
2020,Social Change,63
2020,Computer Security,63
2020,Diabetic Ketoacidosis,63
2020,Vaccination Coverage,63
2020,Sexual Health,63
2020,Proteolysis,63
2020,Transcription Factors,63
2020,Oncologists,63
2020,Rehabilitation,63
2020,Overweight,63
2020,Pharmaceutical Services,63
2020,"Antineoplastic Agents, Immunological",63
2020,Geographic Information Systems,63
2020,Interleukin-1beta,63
2020,Inservice Training,63
2020,"Rats, Sprague-Dawley",62
2020,Alleles,62
2020,"Eye Infections, Viral",62
2020,"Carcinoma, Squamous Cell",62
2020,Angiotensin II Type 1 Receptor Blockers,62
2020,"Transcription, Genetic",62
2020,Kenya,62
2020,"Natriuretic Peptide, Brain",62
2020,Hand Sanitizers,62
2020,Bariatric Surgery,62
2020,"Tomography, Optical Coherence",62
2020,Ribavirin,62
2020,Cat Diseases,62
2020,Stroke Volume,62
2020,Plasma Exchange,62
2020,Staphylococcus aureus,61
2020,Gastrointestinal Hemorrhage,61
2020,Mentoring,61
2020,Blood Coagulation Tests,61
2020,Monte Carlo Method,61
2020,Janus Kinase Inhibitors,61
2020,"Clinical Trials, Phase III as Topic",61
2020,Acquired Immunodeficiency Syndrome,61
2020,Awareness,61
2020,Chest Pain,61
2020,"Infusions, Intravenous",60
2020,Brain Neoplasms,60
2020,Enoxaparin,60
2020,Psychology,60
2020,"Communicable Diseases, Imported",60
2020,Genome-Wide Association Study,60
2020,Nursing,60
2020,Metformin,60
2020,Cell- and Tissue-Based Therapy,60
2020,Interferon-beta,60
2020,Food,60
2020,Pediatricians,60
2020,"Muscle, Skeletal",60
2020,Cattle Diseases,60
2020,Purines,60
2020,Adipose Tissue,60
2020,Piperidines,60
2020,Furin,60
2020,One Health,60
2020,Conjunctiva,60
2020,Dysbiosis,60
2020,Health Plan Implementation,60
2020,"Decision Making, Shared",60
2020,Pleural Effusion,59
2020,Cannula,59
2020,Mindfulness,59
2020,"Skin Diseases, Viral",59
2020,"NLR Family, Pyrin Domain-Containing 3 Protein",59
2020,Mouth,59
2020,Sanitation,59
2020,Papillomavirus Infections,59
2020,"Administration, Intravenous",59
2020,Chemokines,59
2020,Anemia,59
2020,Circadian Rhythm,59
2020,"Selection, Genetic",59
2020,Wales,59
2020,Surface Properties,59
2020,Renal Insufficiency,59
2020,Pancreatic Neoplasms,58
2020,Community Pharmacy Services,58
2020,Decision Support Techniques,58
2020,Hemostasis,58
2020,Protein Biosynthesis,58
2020,Gold,58
2020,"Water Pollutants, Chemical",58
2020,Urticaria,58
2020,Efficiency,58
2020,Rabbits,58
2020,"Education, Nursing, Baccalaureate",58
2020,Fomites,58
2020,"Education, Pharmacy",58
2020,Body Weight,58
2020,Autism Spectrum Disorder,58
2020,Dysgeusia,58
2020,Fibroblasts,58
2020,Patient Health Questionnaire,58
2020,Information Storage and Retrieval,58
2020,Tissue Plasminogen Activator,58
2020,Professional-Family Relations,58
2020,Nebulizers and Vaporizers,58
2020,Cerebral Hemorrhage,57
2020,Peer Group,57
2020,Allied Health Personnel,57
2020,Troponin,57
2020,CD4 Lymphocyte Count,57
2020,Erythrocytes,57
2020,Boston,57
2020,"Gene Expression Regulation, Neoplastic",57
2020,Buprenorphine,57
2020,Gene Regulatory Networks,57
2020,Stem Cells,57
2020,"Cardiology Service, Hospital",57
2020,Social Environment,57
2020,Pressure Ulcer,57
2020,Flavonoids,57
2020,Laryngoscopy,57
2020,Radiotherapy,57
2020,Smoke,57
2020,Luminescent Measurements,57
2020,Anti-Retroviral Agents,57
2020,Cadaver,57
2020,Attitude to Death,57
2020,Trachea,57
2020,Jordan,56
2020,Textiles,56
2020,Islam,56
2020,United States Department of Veterans Affairs,56
2020,Industry,56
2020,Exosomes,56
2020,Anticonvulsants,56
2020,Azetidines,56
2020,"Infant, Premature",56
2020,Mentors,56
2020,"Hospitals, Psychiatric",56
2020,Hematology,56
2020,Amino Acid Substitution,56
2020,"Protein Processing, Post-Translational",56
2020,"Ultrasonography, Interventional",56
2020,Mass Vaccination,56
2020,Bronchi,56
2020,Energy Metabolism,56
2020,Pyridines,56
2020,Mycoses,55
2020,Metabolic Syndrome,55
2020,Uterine Cervical Neoplasms,55
2020,Camelus,55
2020,"Hospitals, Special",55
2020,Police,55
2020,Problem-Based Learning,55
2020,Dipeptidyl Peptidase 4,55
2020,Intimate Partner Violence,55
2020,"Genital Neoplasms, Female",55
2020,Hip Fractures,55
2020,Parenting,55
2020,Fungi,55
2020,Anniversaries and Special Events,55
2020,Visual Acuity,55
2020,Interleukin-10,55
2020,Hematologic Diseases,55
2020,Environmental Pollution,55
2020,Stakeholder Participation,55
2020,Terminology as Topic,55
2020,Antibody-Dependent Enhancement,55
2020,Mastectomy,55
2020,Developed Countries,54
2020,Transportation of Patients,54
2020,Iron,54
2020,Weight Loss,54
2020,Harm Reduction,54
2020,"Influenza Pandemic, 1918-1919",54
2020,Ethiopia,54
2020,Oseltamivir,54
2020,United Nations,54
2020,Patients' Rooms,54
2020,Appendectomy,54
2020,Musculoskeletal Diseases,54
2020,Vasculitis,54
2020,Internal Medicine,54
2020,Cellular Senescence,54
2020,HLA Antigens,54
2020,Cell Culture Techniques,54
2020,Eosinophils,54
2020,Intestines,54
2020,Inhalation Exposure,54
2020,Ohio,54
2020,Correlation of Data,54
2020,Nanomedicine,54
2020,Magnetic Resonance Spectroscopy,54
